resource_id,category_id,category_name,subcategory_id,subcategory_name,title,description,file_url,storage_type,stored_path,checksum_sha256,file_size_kb,download_count,is_featured,is_published,publish_date,created_at,updated_at
17,2,"Careers & Professional Development",2,"Career Guides & Prep","Time Management Guide","Effective time management strategies for professionals.",https://storage.mfanobora.com/docs/time-management-guide.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:00:57.768Z,2026-08-25T06:00:57.768Z
18,2,"Careers & Professional Development",2,"Career Guides & Prep","Teamwork & Collaboration Guide","Guide on effective teamwork and collaboration.",https://storage.mfanobora.com/docs/teamwork-guide.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:00:57.768Z,2026-08-25T06:00:57.768Z
19,2,"Careers & Professional Development",2,"Career Guides & Prep","Personal Branding Guide","How to build and manage your personal professional brand.",https://storage.mfanobora.com/docs/personal-branding.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:00:57.768Z,2026-08-25T06:00:57.768Z
20,2,"Careers & Professional Development",2,"Career Guides & Prep","Job Application Guide","Step-by-step guide to the job application process.",https://storage.mfanobora.com/docs/job-application-guide.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:00:57.768Z,2026-08-25T06:00:57.768Z
21,2,"Careers & Professional Development",2,"Career Guides & Prep","Graduate Career Guide","Specific career guidance for recent graduates.",https://storage.mfanobora.com/docs/graduate-career-guide.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:00:57.768Z,2026-08-25T06:00:57.768Z
22,2,"Careers & Professional Development",2,"Career Guides & Prep","Professional Development Guide","Materials for ongoing professional development.",https://storage.mfanobora.com/docs/professional-development.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:00:57.768Z,2026-08-25T06:00:57.768Z
23,3,"ICT & Digital Skills",3,"Digital Skills & Safety","Basic Computer Skills Guide","Foundational guide for basic computer operation.",https://storage.mfanobora.com/docs/basic-computer-skills.pdf,external,,,0,0,1,1,2026-08-25,2026-08-25T06:00:57.768Z,2026-08-25T06:00:57.768Z
24,3,"ICT & Digital Skills",3,"Digital Skills & Safety","Digital Skills Guide","Improve understanding of digital tools and emerging tech.",https://storage.mfanobora.com/docs/digital-skills-guide.pdf,external,,,0,0,1,1,2026-08-25,2026-08-25T06:00:57.768Z,2026-08-25T06:00:57.768Z
25,3,"ICT & Digital Skills",3,"Digital Skills & Safety","Internet Safety Guide","Best practices for safe internet usage.",https://storage.mfanobora.com/docs/internet-safety.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:00:57.768Z,2026-08-25T06:00:57.768Z
26,3,"ICT & Digital Skills",3,"Digital Skills & Safety","Cybersecurity Awareness Guide","Awareness and prevention strategies for cybersecurity.",https://storage.mfanobora.com/docs/cybersecurity-awareness.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:00:57.768Z,2026-08-25T06:00:57.768Z
27,3,"ICT & Digital Skills",3,"Digital Skills & Safety","Data Protection Awareness Guide","Guide on data protection and privacy compliance.",https://storage.mfanobora.com/docs/data-protection.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:00:57.768Z,2026-08-25T06:00:57.768Z
28,3,"ICT & Digital Skills",3,"Digital Skills & Safety","Digital Marketing Guide","Introduction to digital marketing concepts.",https://storage.mfanobora.com/docs/digital-marketing.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:00:57.768Z,2026-08-25T06:00:57.768Z
29,3,"ICT & Digital Skills",3,"Digital Skills & Safety","Social Media Best Practices Guide","Guidelines for professional social media use.",https://storage.mfanobora.com/docs/social-media-practices.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:00:57.768Z,2026-08-25T06:00:57.768Z
30,3,"ICT & Digital Skills",3,"Digital Skills & Safety","ICT Career Guide","Information on career pathways in the ICT sector.",https://storage.mfanobora.com/docs/ict-career-guide.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:00:57.768Z,2026-08-25T06:00:57.768Z
31,3,"ICT & Digital Skills",3,"Digital Skills & Safety","Introduction to Programming Guide","Beginner concepts for computer programming.",https://storage.mfanobora.com/docs/intro-to-programming.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:00:57.768Z,2026-08-25T06:00:57.768Z
32,3,"ICT & Digital Skills",3,"Digital Skills & Safety","Data Literacy Guide","Understanding and analyzing data effectively.",https://storage.mfanobora.com/docs/data-literacy.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:00:57.768Z,2026-08-25T06:00:57.768Z
33,3,"ICT & Digital Skills",3,"Digital Skills & Safety","Artificial Intelligence Awareness Guide","Overview of AI technologies and their impact.",https://storage.mfanobora.com/docs/ai-awareness.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:00:57.768Z,2026-08-25T06:00:57.768Z
34,3,"ICT & Digital Skills",3,"Digital Skills & Safety","Cloud Computing Guide","Introduction to cloud computing infrastructure.",https://storage.mfanobora.com/docs/cloud-computing.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:00:57.768Z,2026-08-25T06:00:57.768Z
35,4,"Mfano Africa ICT Hub",4,"ICT Training Catalogues","ICT Hub Course Catalogue","Comprehensive list of available ICT courses.",https://storage.mfanobora.com/docs/ict-course-catalogue.pdf,external,,,0,0,1,1,2026-08-25,2026-08-25T06:00:57.768Z,2026-08-25T06:00:57.768Z
36,4,"Mfano Africa ICT Hub",4,"ICT Training Catalogues","Computer Packages Catalogue","Details on standard computer package training.",https://storage.mfanobora.com/docs/computer-packages-catalogue.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:00:57.768Z,2026-08-25T06:00:57.768Z
37,4,"Mfano Africa ICT Hub",4,"ICT Training Catalogues","ICT Training Programme Guide","Guide to the structure of ICT training programs.",https://storage.mfanobora.com/docs/ict-training-programme.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:00:57.768Z,2026-08-25T06:00:57.768Z
38,4,"Mfano Africa ICT Hub",4,"ICT Training Catalogues","Digital Skills Training Guide","Specifics on digital skills training modules.",https://storage.mfanobora.com/docs/digital-skills-training.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:00:57.768Z,2026-08-25T06:00:57.768Z
39,4,"Mfano Africa ICT Hub",4,"ICT Training Catalogues","ICT Career Pathways Guide","Mapping training to specific ICT career paths.",https://storage.mfanobora.com/docs/ict-career-pathways.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:00:57.768Z,2026-08-25T06:00:57.768Z
40,4,"Mfano Africa ICT Hub",4,"ICT Training Catalogues","Training Registration Form","Form for enrolling in ICT Hub training programs.",https://storage.mfanobora.com/docs/training-registration-form.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:00:57.768Z,2026-08-25T06:00:57.768Z
41,4,"Mfano Africa ICT Hub",4,"ICT Training Catalogues","ICT Training FAQ","Frequently asked questions regarding ICT training.",https://storage.mfanobora.com/docs/ict-training-faq.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:00:57.768Z,2026-08-25T06:00:57.768Z
42,4,"Mfano Africa ICT Hub",4,"ICT Training Catalogues","Computer Packages Guide","Detailed syllabus for computer packages.",https://storage.mfanobora.com/docs/computer-packages-guide.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:00:57.768Z,2026-08-25T06:00:57.768Z
43,5,"Transport & Logistics",5,"Logistics & Fleet Management","Transport & Logistics Guide","Comprehensive guide to transport and logistics operations.",https://storage.mfanobora.com/docs/transport-logistics-guide.pdf,external,,,0,0,1,1,2026-08-25,2026-08-25T06:00:57.768Z,2026-08-25T06:00:57.768Z
44,5,"Transport & Logistics",5,"Logistics & Fleet Management","Logistics Best Practices Guide","Industry best practices for logistics management.",https://storage.mfanobora.com/docs/logistics-best-practices.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:00:57.768Z,2026-08-25T06:00:57.768Z
45,5,"Transport & Logistics",5,"Logistics & Fleet Management","Transport Industry Overview","Broad overview of the East African transport sector.",https://storage.mfanobora.com/docs/transport-industry-overview.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:00:57.768Z,2026-08-25T06:00:57.768Z
46,5,"Transport & Logistics",5,"Logistics & Fleet Management","Supply Chain Management Guide","Principles of effective supply chain management.",https://storage.mfanobora.com/docs/supply-chain-management.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:00:57.768Z,2026-08-25T06:00:57.768Z
47,5,"Transport & Logistics",5,"Logistics & Fleet Management","Fleet Management Guide","Guide to managing commercial vehicle fleets.",https://storage.mfanobora.com/docs/fleet-management.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:00:57.768Z,2026-08-25T06:00:57.768Z
48,5,"Transport & Logistics",5,"Logistics & Fleet Management","Freight & Cargo Management Guide","Best practices for handling freight and cargo.",https://storage.mfanobora.com/docs/freight-cargo-management.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:00:57.768Z,2026-08-25T06:00:57.768Z
49,5,"Transport & Logistics",5,"Logistics & Fleet Management","Transport Operations Guide","Standard operating procedures for transport.",https://storage.mfanobora.com/docs/transport-operations.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:00:57.768Z,2026-08-25T06:00:57.768Z
50,5,"Transport & Logistics",5,"Logistics & Fleet Management","Logistics Safety Guide","Safety protocols within logistics operations.",https://storage.mfanobora.com/docs/logistics-safety.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:00:57.768Z,2026-08-25T06:00:57.768Z
51,5,"Transport & Logistics",5,"Logistics & Fleet Management","Transport Industry Trends Report","Latest trends impacting the transport industry.",https://storage.mfanobora.com/docs/transport-trends-report.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:00:57.768Z,2026-08-25T06:00:57.768Z
52,5,"Transport & Logistics",5,"Logistics & Fleet Management","East Africa Transport Resources Guide","Resource directory for East African transport.",https://storage.mfanobora.com/docs/ea-transport-resources.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:00:57.768Z,2026-08-25T06:00:57.768Z
53,6,"Road Safety",6,"Road Safety Awareness","Road Safety Awareness Guide","Educational resource promoting safer roads.",https://storage.mfanobora.com/docs/road-safety-awareness.pdf,external,,,0,0,1,1,2026-08-25,2026-08-25T06:00:57.768Z,2026-08-25T06:00:57.768Z
54,6,"Road Safety",6,"Road Safety Awareness","Road User Safety Guide","Safety guidelines for all road users.",https://storage.mfanobora.com/docs/road-user-safety.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:00:57.768Z,2026-08-25T06:00:57.768Z
55,6,"Road Safety",6,"Road Safety Awareness","Defensive Driving Guide","Techniques and principles for defensive driving.",https://storage.mfanobora.com/docs/defensive-driving.pdf,external,,,0,0,1,1,2026-08-25,2026-08-25T06:00:57.768Z,2026-08-25T06:00:57.768Z
56,6,"Road Safety",6,"Road Safety Awareness","Pedestrian Safety Guide","Safety protocols and awareness for pedestrians.",https://storage.mfanobora.com/docs/pedestrian-safety.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:00:57.768Z,2026-08-25T06:00:57.768Z
57,6,"Road Safety",6,"Road Safety Awareness","Motorcycle Safety Guide","Specific safety guidelines for motorcycle riders.",https://storage.mfanobora.com/docs/motorcycle-safety.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:00:57.768Z,2026-08-25T06:00:57.768Z
58,6,"Road Safety",6,"Road Safety Awareness","Public Transport Safety Guide","Safety guidelines for public transport operators and users.",https://storage.mfanobora.com/docs/public-transport-safety.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:00:57.768Z,2026-08-25T06:00:57.768Z
59,6,"Road Safety",6,"Road Safety Awareness","Road Safety Campaign Materials","Downloadable materials for road safety campaigns.",https://storage.mfanobora.com/docs/road-safety-campaigns.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:00:57.768Z,2026-08-25T06:00:57.768Z
60,6,"Road Safety",6,"Road Safety Awareness","Road Safety Best Practices Guide","Industry standard best practices for road safety.",https://storage.mfanobora.com/docs/road-safety-best-practices.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:00:57.768Z,2026-08-25T06:00:57.768Z
61,6,"Road Safety",6,"Road Safety Awareness","Road Safety Awareness Poster Pack","Printable posters for road safety awareness.",https://storage.mfanobora.com/docs/road-safety-posters.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:00:57.768Z,2026-08-25T06:00:57.768Z
62,6,"Road Safety",6,"Road Safety Awareness","Road Safety Statistics & Reports","Current data and statistics on road safety.",https://storage.mfanobora.com/docs/road-safety-statistics.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:00:57.768Z,2026-08-25T06:00:57.768Z
63,7,"Awards & Events",7,"Awards Documentation","East Africa Transport, Logistics & Road Safety Awards Brochure","Official brochure detailing the awards programme.",https://storage.mfanobora.com/docs/awards-brochure.pdf,external,,,0,0,1,1,2026-08-25,2026-08-25T06:00:57.768Z,2026-08-25T06:00:57.768Z
64,7,"Awards & Events",7,"Awards Documentation","Awards Categories Guide","Detailed breakdown of all award categories.",https://storage.mfanobora.com/docs/awards-categories.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:00:57.768Z,2026-08-25T06:00:57.768Z
65,7,"Awards & Events",7,"Awards Documentation","Awards Nomination Guide","Instructions on how to submit a nomination.",https://storage.mfanobora.com/docs/awards-nomination-guide.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:00:57.768Z,2026-08-25T06:00:57.768Z
66,7,"Awards & Events",7,"Awards Documentation","Awards Participation Guide","Information on participating in the awards event.",https://storage.mfanobora.com/docs/awards-participation.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:00:57.768Z,2026-08-25T06:00:57.768Z
67,7,"Awards & Events",7,"Awards Documentation","Awards Eligibility Criteria","Criteria required to be eligible for an award.",https://storage.mfanobora.com/docs/awards-eligibility.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:00:57.768Z,2026-08-25T06:00:57.768Z
68,7,"Awards & Events",7,"Awards Documentation","Awards Judging Criteria","Rubric and criteria used by the judging panel.",https://storage.mfanobora.com/docs/awards-judging-criteria.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:00:57.768Z,2026-08-25T06:00:57.768Z
69,7,"Awards & Events",7,"Awards Documentation","Awards Sponsorship Brochure","Information for potential event sponsors.",https://storage.mfanobora.com/docs/awards-sponsorship.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:00:57.768Z,2026-08-25T06:00:57.768Z
70,7,"Awards & Events",7,"Awards Documentation","Awards Event Programme","Schedule and programme for the awards gala.",https://storage.mfanobora.com/docs/awards-programme.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:00:57.768Z,2026-08-25T06:00:57.768Z
71,7,"Awards & Events",7,"Awards Documentation","Previous Awards Reports","Summary reports of past award ceremonies.",https://storage.mfanobora.com/docs/previous-awards-reports.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:00:57.768Z,2026-08-25T06:00:57.768Z
72,7,"Awards & Events",7,"Awards Documentation","Awards Winners & Recognition Report","Comprehensive list of past award winners.",https://storage.mfanobora.com/docs/awards-winners-report.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:00:57.768Z,2026-08-25T06:00:57.768Z
73,8,"Company Resources",8,"Corporate Publications","Mfano Bora Africa Company Profile","Official corporate profile of Mfano Bora Africa.",https://storage.mfanobora.com/docs/company-profile.pdf,external,,,0,0,1,1,2026-08-25,2026-08-25T06:00:57.768Z,2026-08-25T06:00:57.768Z
74,8,"Company Resources",8,"Corporate Publications","Corporate Brochure","General corporate brochure outlining services.",https://storage.mfanobora.com/docs/corporate-brochure.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:00:57.768Z,2026-08-25T06:00:57.768Z
75,8,"Company Resources",8,"Corporate Publications","Services Brochure","Detailed breakdown of company services.",https://storage.mfanobora.com/docs/services-brochure.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:00:57.768Z,2026-08-25T06:00:57.768Z
76,8,"Company Resources",8,"Corporate Publications","Mfano Bora Africa Annual Report","The latest official annual report.",https://storage.mfanobora.com/docs/annual-report.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:00:57.768Z,2026-08-25T06:00:57.768Z
77,8,"Company Resources",8,"Corporate Publications","Company Newsletter","Archive of recent company newsletters.",https://storage.mfanobora.com/docs/company-newsletter.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:00:57.768Z,2026-08-25T06:00:57.768Z
78,8,"Company Resources",8,"Corporate Publications","Corporate Social Responsibility Report","Details on Mfano Bora CSR initiatives.",https://storage.mfanobora.com/docs/csr-report.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:00:57.768Z,2026-08-25T06:00:57.768Z
79,8,"Company Resources",8,"Corporate Publications","Company Policies & Guidelines","Publicly available company policies.",https://storage.mfanobora.com/docs/company-policies.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:00:57.768Z,2026-08-25T06:00:57.768Z
80,8,"Company Resources",8,"Corporate Publications","Partnerships & Collaboration Guide","Information on partnering with Mfano Bora.",https://storage.mfanobora.com/docs/partnerships-guide.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:00:57.768Z,2026-08-25T06:00:57.768Z
81,8,"Company Resources",8,"Corporate Publications","Mfano Bora Africa FAQ","Frequently asked questions about the company.",https://storage.mfanobora.com/docs/company-faq.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:00:57.768Z,2026-08-25T06:00:57.768Z
82,8,"Company Resources",8,"Corporate Publications","Brand Profile / Media Kit","Media kit and brand guidelines for press use.",https://storage.mfanobora.com/docs/media-kit.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:00:57.768Z,2026-08-25T06:00:57.768Z
83,9,"Forms & Templates",9,"Standard Forms","Attachment Application Form","Downloadable form for attachment application.",https://storage.mfanobora.com/docs/form-attachment.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:00:57.768Z,2026-08-25T06:00:57.768Z
84,9,"Forms & Templates",9,"Standard Forms","Internship Application Form","Downloadable form for internship application.",https://storage.mfanobora.com/docs/form-internship.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:00:57.768Z,2026-08-25T06:00:57.768Z
85,9,"Forms & Templates",9,"Standard Forms","Training Registration Form","Downloadable form for training registration.",https://storage.mfanobora.com/docs/form-training.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:00:57.768Z,2026-08-25T06:00:57.768Z
86,9,"Forms & Templates",9,"Standard Forms","Resource Request Form","Form to request specific internal resources.",https://storage.mfanobora.com/docs/form-resource-request.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:00:57.768Z,2026-08-25T06:00:57.768Z
87,9,"Forms & Templates",9,"Standard Forms","Partnership Enquiry Form","Form to initiate a partnership enquiry.",https://storage.mfanobora.com/docs/form-partnership.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:00:57.768Z,2026-08-25T06:00:57.768Z
88,9,"Forms & Templates",9,"Standard Forms","Event Registration Form","Standard form for registering for events.",https://storage.mfanobora.com/docs/form-event-registration.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:00:57.768Z,2026-08-25T06:00:57.768Z
89,9,"Forms & Templates",9,"Standard Forms","Awards Nomination Form","Official form to submit an award nomination.",https://storage.mfanobora.com/docs/form-awards-nomination.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:00:57.768Z,2026-08-25T06:00:57.768Z
90,9,"Forms & Templates",9,"Standard Forms","Awards Participation Form","Official form to confirm awards participation.",https://storage.mfanobora.com/docs/form-awards-participation.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:00:57.768Z,2026-08-25T06:00:57.768Z
91,9,"Forms & Templates",9,"Standard Forms","Feedback Form","General form for submitting feedback.",https://storage.mfanobora.com/docs/form-feedback.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:00:57.768Z,2026-08-25T06:00:57.768Z
92,9,"Forms & Templates",9,"Standard Forms","Resource Request Template","Template used for bulk resource requests.",https://storage.mfanobora.com/docs/template-resource-request.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:00:57.768Z,2026-08-25T06:00:57.768Z
93,10,"Reports, Publications & Research",10,"Industry Reports & Insights","Transport Industry Reports","Insights and data covering the transport sector.",https://storage.mfanobora.com/docs/transport-industry-reports.pdf,external,,,0,0,1,1,2026-08-25,2026-08-25T06:00:57.768Z,2026-08-25T06:00:57.768Z
94,10,"Reports, Publications & Research",10,"Industry Reports & Insights","Logistics Industry Reports","In-depth analysis of logistics operations and supply chains.",https://storage.mfanobora.com/docs/logistics-industry-reports.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:00:57.768Z,2026-08-25T06:00:57.768Z
95,10,"Reports, Publications & Research",10,"Industry Reports & Insights","Road Safety Reports","Comprehensive reports on regional road safety.",https://storage.mfanobora.com/docs/road-safety-reports.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:00:57.768Z,2026-08-25T06:00:57.768Z
96,10,"Reports, Publications & Research",10,"Industry Reports & Insights","ICT & Digital Transformation Reports","Analysis of digital transformation trends.",https://storage.mfanobora.com/docs/ict-transformation-reports.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:00:57.768Z,2026-08-25T06:00:57.768Z
97,10,"Reports, Publications & Research",10,"Industry Reports & Insights","Youth & Employment Reports","Research on youth employment and career opportunities.",https://storage.mfanobora.com/docs/youth-employment-reports.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:00:57.768Z,2026-08-25T06:00:57.768Z
98,10,"Reports, Publications & Research",10,"Industry Reports & Insights","Skills Development Reports","Data on regional skills development programs.",https://storage.mfanobora.com/docs/skills-development-reports.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:00:57.768Z,2026-08-25T06:00:57.768Z
99,10,"Reports, Publications & Research",10,"Industry Reports & Insights","Event Reports","Summaries and outcomes from major industry events.",https://storage.mfanobora.com/docs/event-reports.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:00:57.768Z,2026-08-25T06:00:57.768Z
100,10,"Reports, Publications & Research",10,"Industry Reports & Insights","Research Publications","Academic and industry research publications by Mfano Bora.",https://storage.mfanobora.com/docs/research-publications.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:00:57.768Z,2026-08-25T06:00:57.768Z
101,10,"Reports, Publications & Research",10,"Industry Reports & Insights","Industry Insights","Expert commentary and insights on relevant sectors.",https://storage.mfanobora.com/docs/industry-insights.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:00:57.768Z,2026-08-25T06:00:57.768Z
102,10,"Reports, Publications & Research",10,"Industry Reports & Insights","Mfano Bora Africa Publications","Official company publications and announcements.",https://storage.mfanobora.com/docs/mfanobora-publications.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:00:57.768Z,2026-08-25T06:00:57.768Z
