20,2,"Job Application Guide",job-application-guide,"Comprehensive roadmap for navigating job applications.",2026-08-28T08:27:44.189Z
21,2,"Graduate Career Guide",graduate-career-guide,"Career orientation and opportunities guide for recent graduates.",2026-08-28T08:27:44.189Z
22,2,"Professional Development Guide",professional-development-guide,"Strategies for continuous learning and professional growth.",2026-08-28T08:27:44.189Z
23,3,"Basic Computer Skills Guide",basic-computer-skills-guide,"Foundational computer operation and literacy guide.",2026-08-28T08:27:44.189Z
24,3,"Digital Skills Guide",digital-skills-guide,"Guide to essential digital tools and productivity applications.",2026-08-28T08:27:44.189Z
25,3,"Internet Safety Guide",internet-safety-guide,"Best practices for safe and secure online browsing.",2026-08-28T08:27:44.189Z
26,3,"Cybersecurity Awareness Guide",cybersecurity-awareness-guide,"Awareness and prevention guidelines against cyber threats.",2026-08-28T08:27:44.189Z
27,3,"Data Protection Awareness Guide",data-protection-awareness-guide,"Overview of data privacy regulations and protection practices.",2026-08-28T08:27:44.189Z
28,3,"Digital Marketing Guide",digital-marketing-guide,"Introduction to digital marketing tools and online strategies.",2026-08-28T08:27:44.189Z
29,3,"Social Media Best Practices Guide",social-media-best-practices-guide,"Guidelines for professional and safe social media management.",2026-08-28T08:27:44.189Z
30,3,"ICT Career Guide",ict-career-guide,"Exploration of career paths within the ICT sector.",2026-08-28T08:27:44.189Z
31,3,"Introduction to Programming Guide",introduction-to-programming-guide,"Beginner guidelines for software development and coding.",2026-08-28T08:27:44.189Z
32,3,"Data Literacy Guide",data-literacy-guide,"Understanding, interpreting, and working with data.",2026-08-28T08:27:44.189Z
33,3,"Artificial Intelligence Awareness Guide",artificial-intelligence-awareness-guide,"Overview of AI concepts, tools, and societal impacts.",2026-08-28T08:27:44.189Z
34,3,"Cloud Computing Guide",cloud-computing-guide,"Introduction to cloud infrastructure and service models.",2026-08-28T08:27:44.189Z
35,4,"ICT Hub Course Catalogue",ict-hub-course-catalogue,"Comprehensive directory of courses offered at the ICT Hub.",2026-08-28T08:27:44.189Z
36,4,"Computer Packages Catalogue",computer-packages-catalogue,"Overview of practical short-course computer application packages.",2026-08-28T08:27:44.189Z
37,4,"ICT Training Programme Guide",ict-training-programme-guide,"Structure and schedules for ICT Hub training programmes.",2026-08-28T08:27:44.189Z
38,4,"Digital Skills Training Guide",digital-skills-training-guide,"Curriculum guide for digital skills hands-on training.",2026-08-28T08:27:44.189Z
39,4,"ICT Career Pathways Guide",ict-career-pathways-guide,"Mapping ICT training modules to industry career roles.",2026-08-28T08:27:44.189Z
40,4,"Training Registration Form",ict-training-registration-form,"Enrolment form for ICT Hub technical training courses.",2026-08-28T08:27:44.189Z
41,4,"ICT Training FAQ",ict-training-faq,"Frequently asked questions regarding ICT Hub courses.",2026-08-28T08:27:44.189Z
42,4,"Computer Packages Guide",computer-packages-guide,"Detailed syllabus and learning outcomes for computer packages.",2026-08-28T08:27:44.189Z
43,5,"Transport & Logistics Guide",transport-logistics-guide,"Overview of regional transport and logistics operations.",2026-08-28T08:27:44.189Z
44,5,"Logistics Best Practices Guide",logistics-best-practices-guide,"Industry standards and efficiency benchmarks for logistics.",2026-08-28T08:27:44.189Z
45,5,"Transport Industry Overview",transport-industry-overview,"Analysis and state of the East African transport sector.",2026-08-28T08:27:44.189Z
46,5,"Supply Chain Management Guide",supply-chain-management-guide,"Core principles of end-to-end supply chain integration.",2026-08-28T08:27:44.189Z
47,5,"Fleet Management Guide",fleet-management-guide,"Guidelines for commercial vehicle acquisition and maintenance.",2026-08-28T08:27:44.189Z
48,5,"Freight & Cargo Management Guide",freight-cargo-management-guide,"Protocols for handling, routing, and securing freight.",2026-08-28T08:27:44.189Z
49,5,"Transport Operations Guide",transport-operations-guide,"Standard operating procedures for commercial transport units.",2026-08-28T08:27:44.189Z
50,5,"Logistics Safety Guide",logistics-safety-guide,"Safety management systems in freight and logistics operations.",2026-08-28T08:27:44.189Z
51,5,"Transport Industry Trends Report",transport-industry-trends-report,"Emerging trends, technology, and economic shifts in transport.",2026-08-28T08:27:44.189Z
52,5,"East Africa Transport Resources Guide",east-africa-transport-resources-guide,"Directory of regional transport policies and key hubs.",2026-08-28T08:27:44.189Z
53,6,"Road Safety Awareness Guide",road-safety-awareness-guide,"Educational materials promoting road safety awareness.",2026-08-28T08:27:44.189Z
54,6,"Road User Safety Guide",road-user-safety-guide,"Safety guidelines tailored for all classes of road users.",2026-08-28T08:27:44.189Z
55,6,"Defensive Driving Guide",defensive-driving-guide,"Proactive risk-avoidance tactics and defensive driving rules.",2026-08-28T08:27:44.189Z
56,6,"Pedestrian Safety Guide",pedestrian-safety-guide,"Safety guidelines and protocols for pedestrian infrastructure.",2026-08-28T08:27:44.189Z
57,6,"Motorcycle Safety Guide",motorcycle-safety-guide,"Safety practices and gear standards for two-wheeler operators.",2026-08-28T08:27:44.189Z
58,6,"Public Transport Safety Guide",public-transport-safety-guide,"Safety standards for public service vehicles and commuters.",2026-08-28T08:27:44.189Z
59,6,"Road Safety Campaign Materials",road-safety-campaign-materials,"Resources and artwork for conducting safety campaigns.",2026-08-28T08:27:44.189Z
60,6,"Road Safety Best Practices Guide",road-safety-best-practices-guide,"Proven operational models for improving road safety outcomes.",2026-08-28T08:27:44.189Z
61,6,"Road Safety Awareness Poster Pack",road-safety-awareness-poster-pack,"Printable visual graphics for community safety awareness.",2026-08-28T08:27:44.189Z
62,6,"Road Safety Statistics & Reports",road-safety-statistics-reports,"Statistical analysis and annual reports on traffic accident data.",2026-08-28T08:27:44.189Z
63,7,"East Africa Transport, Logistics & Road Safety Awards Brochure",east-africa-transport-logistics-road-safety-awards-brochure,"Official informational brochure for the regional awards gala.",2026-08-28T08:27:44.189Z
64,7,"Awards Categories Guide",awards-categories-guide,"Detailed description of nomination categories and requirements.",2026-08-28T08:27:44.189Z
65,7,"Awards Nomination Guide",awards-nomination-guide,"Guidelines and step-by-step instructions for submitting entry nominations.",2026-08-28T08:27:44.189Z
66,7,"Awards Participation Guide",awards-participation-guide,"Delegate and participant guide for attending the event.",2026-08-28T08:27:44.189Z
67,7,"Awards Eligibility Criteria",awards-eligibility-criteria,"Prerequisites and compliance criteria for award entrants.",2026-08-28T08:27:44.189Z
68,7,"Awards Judging Criteria",awards-judging-criteria,"Evaluation framework and scoring metrics used by judges.",2026-08-28T08:27:44.189Z
69,7,"Awards Sponsorship Brochure",awards-sponsorship-brochure,"Sponsorship packages and brand visibility opportunities.",2026-08-28T08:27:44.189Z
70,7,"Awards Event Programme",awards-event-programme,"Official agenda, session schedules, and gala lineup.",2026-08-28T08:27:44.189Z
71,7,"Previous Awards Reports",previous-awards-reports,"Retrospective reports and summaries from past award editions.",2026-08-28T08:27:44.189Z
72,7,"Awards Winners & Recognition Report",awards-winners-recognition-report,"Official announcement and profile of past award recipients.",2026-08-28T08:27:44.189Z
73,8,"Mfano Bora Africa Company Profile",mfano-bora-africa-company-profile,"Official overview of Mfano Bora Africa mandate and vision.",2026-08-28T08:27:44.189Z
74,8,"Corporate Brochure",corporate-brochure,"General corporate summary of organizational capability.",2026-08-28T08:27:44.189Z
75,8,"Services Brochure",services-brochure,"Detailed catalog of professional services and consultancies.",2026-08-28T08:27:44.189Z
76,8,"Mfano Bora Africa Annual Report",mfano-bora-africa-annual-report,"Annual financial and operational performance summary report.",2026-08-28T08:27:44.189Z
77,8,"Company Newsletter",company-newsletter,"Quarterly updates and news highlights from the organization.",2026-08-28T08:27:44.189Z
78,8,"Corporate Social Responsibility Report",corporate-social-responsibility-report,"Summary of social impact, community, and sustainability initiatives.",2026-08-28T08:27:44.189Z
79,8,"Company Policies & Guidelines",company-policies-guidelines,"Operational policies, code of conduct, and public guidelines.",2026-08-28T08:27:44.189Z
80,8,"Partnerships & Collaboration Guide",partnerships-collaboration-guide,"Framework for strategic business partnerships and stakeholder engagement.",2026-08-28T08:27:44.189Z
81,8,"Mfano Bora Africa FAQ",mfano-bora-africa-faq,"Answers to frequently asked corporate inquiries.",2026-08-28T08:27:44.189Z
82,8,"Brand Profile / Media Kit",brand-profile-media-kit,"Media assets, logo guidelines, and official press kits.",2026-08-28T08:27:44.189Z
83,9,"Attachment Application Form",forms-attachment-application-form,"Standard printable form for industrial attachment applications.",2026-08-28T08:27:44.189Z
84,9,"Internship Application Form",forms-internship-application-form,"Standard application form for open internship positions.",2026-08-28T08:27:44.189Z
85,9,"Training Registration Form",forms-training-registration-form,"General enrolment form for professional training programs.",2026-08-28T08:27:44.189Z
86,9,"Resource Request Form",forms-resource-request-form,"Form to request custom data, reports, or materials.",2026-08-28T08:27:44.189Z
87,9,"Partnership Enquiry Form",forms-partnership-enquiry-form,"Official form to submit strategic partnership proposals.",2026-08-28T08:27:44.189Z
88,9,"Event Registration Form",forms-event-registration-form,"Participant registration form for upcoming events and workshops.",2026-08-28T08:27:44.189Z
89,9,"Awards Nomination Form",forms-awards-nomination-form,"Official nomination submission template for annual awards.",2026-08-28T08:27:44.189Z
90,9,"Awards Participation Form",forms-awards-participation-form,"Confirmation form for award ceremony attendees and finalists.",2026-08-28T08:27:44.189Z
91,9,"Feedback Form",forms-feedback-form,"General user feedback and inquiry form.",2026-08-28T08:27:44.189Z
92,9,"Resource Request Template",forms-resource-request-template,"Document template for bulk or enterprise resource requests.",2026-08-28T08:27:44.189Z
93,10,"Transport Industry Reports",transport-industry-reports,"In-depth analytical reports on regional transport infrastructure.",2026-08-28T08:27:44.189Z
94,10,"Logistics Industry Reports",logistics-industry-reports,"Market research and trends in supply chain and logistics.",2026-08-28T08:27:44.189Z
95,10,"Road Safety Reports",road-safety-reports,"Research papers and evaluation reports on road safety interventions.",2026-08-28T08:27:44.189Z
96,10,"ICT & Digital Transformation Reports",ict-digital-transformation-reports,"Studies on digital technology adoption and IT infrastructure.",2026-08-28T08:27:44.189Z
97,10,"Youth & Employment Reports",youth-employment-reports,"Socio-economic research on youth employment and labor dynamics.",2026-08-28T08:27:44.189Z
98,10,"Skills Development Reports",skills-development-reports,"Assessments of technical skills gaps and training impact.",2026-08-28T08:27:44.189Z
99,10,"Event Reports",event-reports,"Post-event proceedings, summaries, and communique papers.",2026-08-28T08:27:44.189Z
100,10,"Research Publications",research-publications,"Peer-reviewed and institutional research publications.",2026-08-28T08:27:44.189Z
101,10,"Industry Insights",industry-insights,"Briefs and expert commentary on key industry developments.",2026-08-28T08:27:44.189Z
102,10,"Mfano Bora Africa Publications",mfano-bora-africa-publications,"Official organizational whitepapers and institutional reports.",2026-08-28T08:27:44.189Z
